car_id,duration_in_lane
1,2.6717019081115723
2,2.8971359729766846
3,2.3958640098571777
4,2.455577850341797
5,2.1807100772857666
6,2.6042559146881104
7,2.228564977645874
8,2.650181770324707
9,2.297091007232666
10,2.612075090408325
11,2.1369080543518066
12,1.7426199913024902
13,1.3644070625305176
14,1.462095022201538
15,1.0058579444885254
16,0.90743088722229
17,0.8593940734863281
18,0.8933150768280029
19,0.4395780563354492
20,2.9087066650390625e-5
21,3.314018249511719e-5
22,2.2172927856445312e-5
23,2.002716064453125e-5
24,2.3126602172851562e-5
25,0.07318687438964844
26,0.39902281761169434
27,0.6662211418151855
28,0.8298459053039551
29,1.1924428939819336
30,1.2333641052246094
31,1.6201858520507812
32,1.3680200576782227
33,0.9708969593048096
34,0.5893211364746094
35,0.5693860054016113
36,0.31136608123779297
37,2.002716064453125e-5
38,2.002716064453125e-5
39,3.695487976074219e-5
40,25.43942403793335
41,25.45969009399414
42,25.34696388244629
43,25.50151801109314
44,25.825016975402832
45,25.347564935684204
46,25.699798822402954
47,25.96699094772339
48,26.196957111358643
49,26.054367065429688
50,26.414479970932007
51,26.555382013320923
52,26.155618906021118
53,26.581743001937866
54,27.006858110427856
55,26.859057903289795
56,26.806339979171753
57,26.62660002708435
58,26.920923948287964
59,27.182345867156982
60,26.813612937927246
61,27.15864586830139
62,27.047339916229248
63,27.181499004364014
64,27.15279483795166
65,27.09589982032776
66,26.78495502471924
67,26.404165029525757
68,26.35385513305664
69,25.8595929145813
70,25.40924596786499
71,25.34485697746277
72,25.582390069961548
73,25.85784602165222
74,25.47830605506897
75,25.564225912094116
76,25.126954793930054
77,25.209424018859863
78,25.006189823150635
79,25.19852590560913
80,51.45769286155701
81,51.3465211391449
82,51.34602093696594
83,51.40562987327576
84,51.17453598976135
85,50.80394196510315
86,50.534876108169556
87,50.79197716712952
88,51.05980110168457
89,51.04977202415466
90,51.33671498298645
91,50.84157395362854
92,51.23769807815552
93,51.44287610054016
94,51.322792053222656
95,50.82685399055481
96,50.93763995170593
97,50.55607199668884
98,50.07840299606323
99,49.61715388298035
100,49.80402183532715
101,50.218929052352905
102,49.73561692237854
103,49.239295959472656
104,49.5652539730072
105,49.328989028930664
106,49.06230902671814
107,49.559566020965576
108,49.67978000640869
109,49.569045066833496
110,49.14263200759888
111,49.020434856414795
112,48.84863209724426
113,48.96281695365906
114,49.31527400016785
115,49.7909049987793
116,49.945286989212036
117,50.06448292732239
118,50.396764039993286
119,50.896535873413086
120,76.84983897209167
121,76.97870302200317
122,76.76504015922546
123,76.28679990768433
124,76.71856307983398
125,76.59792304039001
126,76.23197102546692
127,76.61969208717346
128,76.1724739074707
129,76.66353607177734
130,77.09580206871033
131,76.63091397285461
132,76.30929589271545
133,75.9216799736023
134,76.2800669670105
135,76.32863593101501
136,76.73202991485596
137,76.40611791610718
138,76.48793315887451
139,75.99185800552368
140,76.17965698242188
141,76.53396606445312
142,76.16666913032532
143,76.46077704429626
144,75.98532700538635
145,75.6469349861145
146,75.26327705383301
147,74.85682702064514
148,75.07494306564331
149,75.0238709449768
150,74.97564911842346
151,75.26080417633057
152,74.8110568523407
153,74.70054793357849
154,74.59058403968811
155,74.57070088386536
156,75.06368803977966
157,74.79392385482788
158,74.83159685134888
159,74.78996205329895
160,100.34116911888123
161,100.53555583953857
162,100.10780215263367
163,99.71054291725159
164,99.91418409347534
165,100.09624004364014
166,100.1985170841217
167,100.64091801643372
168,100.92468619346619
169,100.9587709903717
170,100.95161700248718
171,100.78494691848755
172,100.4266631603241
173,100.92253804206848
174,100.9714879989624
175,101.32695198059082
176,101.21058201789856
177,101.59202790260315
178,101.94988799095154
179,101.63017106056213
180,101.59576296806335
181,102.01224517822266
182,102.0276460647583
183,101.9807231426239
184,102.28233194351196
185,102.06828093528748
186,101.99247694015503
187,101.71306300163269
188,101.87494397163391
189,102.23182487487793
190,102.72534990310669
191,103.20882105827332
192,103.6788489818573
193,103.43292808532715
194,103.46843600273132
195,103.53407096862793
196,103.19391393661499
197,103.57623291015625
198,103.756276845932
199,104.01273107528687
200,130.43118405342102
201,130.04028606414795
202,130.02838683128357
203,130.17486810684204
204,130.2472860813141
205,130.6540551185608
206,131.14151692390442
207,131.57695603370667
208,131.19239401817322
209,131.64782691001892
210,131.3577959537506
211,131.18012499809265
212,131.29952192306519
213,131.75771594047546
214,131.40466594696045
215,131.45010709762573
216,131.6089050769806
217,131.2677869796753
218,131.26231694221497
219,130.88883686065674
220,130.93485403060913
221,131.1463758945465
222,130.68507504463196
223,130.30759406089783
224,130.31870484352112
225,130.3205590248108
226,130.59042286872864
227,130.64588379859924
228,130.2661030292511
229,130.67915892601013
230,130.78558897972107
231,130.86681699752808
232,131.07320713996887
233,131.1422860622406
234,131.02015089988708
235,131.24340105056763
236,131.49987411499023
237,131.55672121047974
238,131.61437106132507
239,131.59033703804016
240,157.2089490890503
241,156.89758610725403
242,156.8680398464203
243,156.3838620185852
244,156.23165488243103
245,156.323410987854
246,156.02062010765076
247,156.10703301429749
248,155.65220284461975
249,155.7993791103363
250,155.95332503318787
251,156.20369482040405
252,155.8922381401062
253,155.49645900726318
254,155.00866508483887
255,155.37963700294495
256,155.43796300888062
257,155.67534804344177
258,155.3347659111023
259,155.79753303527832
260,155.55472207069397
261,155.50884294509888
262,155.88622784614563
263,155.76050996780396
264,155.81124806404114
265,155.9073190689087
266,155.43296599388123
267,155.73458313941956
268,155.4531831741333
269,155.56519889831543
270,155.2865171432495
271,155.54983401298523
272,155.4950351715088
273,155.4523949623108
274,155.54395294189453
275,155.85791897773743
276,156.0980191230774
277,156.5405580997467
278,156.34621596336365
279,155.9725890159607
280,181.60595893859863
281,181.12003111839294
282,181.30325984954834
283,180.88027000427246
284,181.09271693229675
285,181.16575598716736
286,181.5179808139801
287,181.88712215423584
288,181.69391703605652
289,181.9309298992157
290,181.84254217147827
291,182.19061088562012
292,182.03408288955688
293,182.3025529384613
294,182.48012709617615
295,182.3411259651184
296,182.39525294303894
297,181.95107889175415
298,182.2345950603485
299,182.36390209197998
300,182.56555485725403
301,182.25086116790771
302,182.67365503311157
303,183.15866994857788
304,183.03025102615356
305,183.07616186141968
306,183.35511589050293
307,183.81616187095642
308,183.49673104286194
309,183.98021507263184
310,184.16955399513245
311,184.65711092948914
312,184.25010514259338
313,183.78185606002808
314,184.0892858505249
315,183.91966915130615
316,184.19532203674316
317,183.72644305229187
318,183.88468408584595
319,183.67793607711792
320,209.56576204299927
321,209.78393006324768
322,210.04185700416565
323,209.92896103858948
324,210.34074687957764
325,209.95137405395508
326,209.71902108192444
327,209.2363030910492
328,209.18410992622375
329,209.31712007522583
330,209.14237093925476
331,209.01223397254944
332,208.64796495437622
333,208.86772799491882
334,208.5211431980133
335,208.63268613815308
336,208.4759042263031
337,208.5933699607849
338,208.81830096244812
339,208.44711184501648
340,208.50285601615906
341,208.69706988334656
342,208.76542210578918
343,208.57952189445496
344,208.4950408935547
345,208.53273701667786
346,208.2775800228119
347,208.7478311061859
348,208.87132716178894
349,208.69527888298035
350,209.12921404838562
351,208.92718291282654
352,208.51313090324402
353,208.23896598815918
354,207.980633020401
355,208.31553506851196
356,208.42155003547668
357,208.68573999404907
358,208.36626505851746
359,208.56433606147766
360,234.24597716331482
361,234.12609910964966
362,234.26214408874512
363,234.18862199783325
364,234.2532069683075
365,234.00930094718933
366,234.436439037323
367,234.71146702766418
368,234.54090785980225
369,234.08489203453064
370,234.4503481388092
371,234.49389505386353
372,234.2551507949829
373,234.18487405776978
374,234.3647050857544
375,234.3725230693817
376,234.59399700164795
377,234.312833070755
378,234.5756540298462
379,234.742280960083
380,234.61003589630127
381,234.23808908462524
382,234.31129002571106
383,234.50350689888
384,234.18014311790466
385,234.42362594604492
386,234.58251309394836
387,234.40056109428406
388,234.27116513252258
389,234.15258312225342
390,234.42930603027344
391,234.00896286964417
392,234.33956909179688
393,234.22314596176147
394,234.50639009475708
395,234.5606849193573
396,234.0652379989624
397,233.6327509880066
398,234.11981415748596
399,233.91748595237732
400,259.6261420249939
401,259.49821400642395
402,259.55633902549744
403,259.23285007476807
404,259.53591418266296
405,259.56365299224854
406,259.1824059486389
407,259.6630640029907
408,259.1661629676819
409,259.24873399734497
410,259.153617143631
411,259.4011650085449
412,259.26776218414307
413,259.1086058616638
414,259.2702729701996
415,259.13680815696716
416,258.8551330566406
417,258.6746108531952
418,258.4525089263916
419,258.0191640853882
420,257.89295411109924
421,258.033607006073
422,257.7276029586792
423,257.6742579936981
424,257.62781405448914
425,257.8787009716034
426,258.2423470020294
427,258.06429386138916
428,257.84194684028625
429,258.3332989215851
430,258.3360319137573
431,257.9138240814209
432,257.5008499622345
433,257.28675603866577
434,257.70443201065063
435,257.27935695648193
436,257.12415981292725
437,257.08710289001465
438,257.5348789691925
439,257.50060081481934
440,282.9821050167084
441,282.6396338939667
442,283.0034568309784
443,282.51575112342834
444,282.64578104019165
445,282.8515589237213
446,282.6694700717926
447,283.1097249984741
448,282.7214288711548
449,282.4598970413208
450,282.81291699409485
451,283.2875521183014
452,283.3447868824005
453,283.4892330169678
454,283.6503908634186
455,284.0523428916931
456,284.2050130367279
457,284.1913511753082
458,283.8769690990448
459,283.4236550331116
460,283.0263650417328
461,282.992378950119
462,282.5150969028473
463,282.18846702575684
464,281.8281149864197
465,281.67000007629395
466,282.1105010509491
467,282.3546738624573
468,282.10496401786804
469,282.57116079330444
470,282.43639492988586
471,282.50741815567017
472,282.70351791381836
473,282.4170660972595
474,282.29636120796204
475,282.5296370983124
476,282.42473220825195
477,282.4423680305481
478,282.13839507102966
479,282.0763039588928
480,308.1189880371094
481,307.84353590011597
482,307.4686961174011
483,307.12713599205017
484,307.00675082206726
485,307.1407198905945
486,307.499055147171
487,307.9866740703583
488,307.5104489326477
489,307.5775430202484
490,307.8397581577301
491,307.98109197616577
492,308.36834383010864
493,308.01004099845886
494,307.70074105262756
495,307.9849760532379
496,308.42230796813965
497,308.2217209339142
498,308.4821939468384
499,308.80792808532715
500,309.12898802757263
501,309.5675959587097
502,309.70765495300293
503,310.10119819641113
504,310.52697706222534
505,310.5974998474121
506,310.89044713974
507,311.19872093200684
508,311.22698402404785
509,311.6757791042328
510,311.40165305137634
511,311.1137089729309
512,311.08161211013794
513,310.6591441631317
514,310.46414709091187
515,309.9927089214325
516,309.5918710231781
517,309.657418012619
518,309.48980593681335
519,309.2041668891907
520,334.9086871147156
